idx,title,rank_99,rank_85,rank_50,rank_by_inbound_links,pr_50,pr_85,pr_99,N_inbound_links,N_outbound_links,link
355,Maßtheoretische Induktion,238,327,584,833,0.0005863480886704435,0.000739297438709378,0.0009940678675733675,3,7,/wiki/Ma%C3%9Ftheoretische_Induktion
129,Portmanteau-Theorem,274,328,448,370,0.0006669352048582245,0.0007343385711730818,0.0007874061336040238,10,20,/wiki/Portmanteau-Theorem
1125,Stationäre Verteilung,488,329,210,188,0.0009720581317766028,0.0007307196454319182,0.0002795089959229526,24,15,/wiki/Station%C3%A4re_Verteilung
517,Satz von Andersen-Jessen,315,330,413,499,0.0006913850586692659,0.0007306075781986752,0.0006817375258257235,7,12,/wiki/Satz_von_Andersen-Jessen
617,Gauß-Prozess,407,331,258,244,0.0008524906354221945,0.0007253050094100672,0.0004356083271042808,17,28,/wiki/Gau%C3%9F-Prozess
888,Reelle Zufallsvariable,330,332,336,281,0.0007662637934629266,0.0007234125706568634,0.0006216250675079471,14,50,/wiki/Reelle_Zufallsvariable
924,Maßerhaltende Abbildung,426,333,203,281,0.0009881226959775416,0.0007195645842512981,0.00039728509120626665,14,9,/wiki/Ma%C3%9Ferhaltende_Abbildung
909,Zwei-Drittel-Gesetz,312,334,467,567,0.0006575229720538237,0.0007180059557517108,0.0007038791031308403,6,11,/wiki/Zwei-Drittel-Gesetz
696,Cramér-Rao-Ungleichung,395,335,276,216,0.0008248797903585499,0.0007147628597221205,0.0004600917382059812,20,18,/wiki/Cram%C3%A9r-Rao-Ungleichung
7,Austauschbare σ-Algebra,276,336,431,499,0.0006778969094341415,0.0007138741464466594,0.0007856411428497285,7,8,/wiki/Austauschbare_%CF%83-Algebra
974,Erwartungstreue Schätzung der Varianz der Störgrößen,382,337,343,301,0.0007590525022573229,0.0007111149607369277,0.000480284827390601,13,13,/wiki/Erwartungstreue_Sch%C3%A4tzung_der_Varianz_der_St%C3%B6rgr%C3%B6%C3%9Fen
263,Jean-François Le Gall,384,338,300,408,0.0007862219329729546,0.0007094243952520991,0.00047770000787657023,9,10,/wiki/Jean-Fran%C3%A7ois_Le_Gall
774,Mischverteilung,271,339,501,301,0.0006340640331299215,0.0007084763590810926,0.0007956297605314754,13,12,/wiki/Mischverteilung
917,Ergodizität,419,340,235,267,0.0009218576479014031,0.0007078008572908086,0.00040669064657341837,15,13,/wiki/Ergodizit%C3%A4t
63,Gefangenenparadoxon,336,341,373,344,0.0007240471138702173,0.0007072891367267525,0.000613078413933073,11,10,/wiki/Gefangenenparadoxon
1001,Likelihood-Funktion,396,342,278,225,0.0008214616657238552,0.0007025711049777442,0.0004588300985096407,19,13,/wiki/Likelihood-Funktion
86,Konvergenz (Stochastik),337,343,403,344,0.0006970302714291136,0.0007001200768448547,0.0006062629009580102,11,25,/wiki/Konvergenz_(Stochastik)
1042,Kritischer Wert (Statistik),458,344,244,209,0.0008940036586388096,0.0006993907124545099,0.00032956076067838146,21,12,/wiki/Kritischer_Wert_(Statistik)
40,Erneuerungstheorie,341,345,365,499,0.0007364851298255446,0.0006968840421433728,0.0005922638911059054,7,11,/wiki/Erneuerungstheorie
783,Univariate Wahrscheinlichkeitsverteilung,262,346,517,216,0.0006202882408884723,0.0006960149622429628,0.0008345500044502706,20,17,/wiki/Univariate_Wahrscheinlichkeitsverteilung
187,Sub-Wahrscheinlichkeitsmaß,305,347,445,344,0.000668196809335885,0.0006936875128898226,0.0007385321647503882,11,18,/wiki/Sub-Wahrscheinlichkeitsma%C3%9F
751,Spielerfehlschluss,340,348,389,641,0.0007100694794596658,0.0006934299122987591,0.0005988845817603722,5,9,/wiki/Spielerfehlschluss
943,Haarsches Maß,302,349,396,499,0.000702690400683108,0.0006913538105527376,0.0007532153210844445,7,12,/wiki/Haarsches_Ma%C3%9F
42,Erwartungswertvektor,369,350,322,225,0.0007819640813616834,0.0006885069986912573,0.000526420335142783,19,22,/wiki/Erwartungswertvektor
590,Zentraler Grenzwertsatz von Lindeberg-Feller,372,351,327,344,0.0007746263681045029,0.0006825363481346114,0.0005159105811203188,11,10,/wiki/Zentraler_Grenzwertsatz_von_Lindeberg-Feller
779,Stetige Wahrscheinlichkeitsverteilung,323,352,433,344,0.0006765214048986255,0.0006765258870376303,0.0006539649648374149,11,11,/wiki/Stetige_Wahrscheinlichkeitsverteilung
1065,Gütefunktion,490,353,239,216,0.0009034307520932541,0.0006764882103265855,0.0002738526264028348,20,12,/wiki/G%C3%BCtefunktion
26,De-Méré-Paradoxon,321,354,456,833,0.0006626533827538879,0.0006721465892857073,0.000657865693770051,3,2,/wiki/De-M%C3%A9r%C3%A9-Paradoxon
509,Suffiziente σ-Algebra,348,355,339,256,0.0007611050052480038,0.0006711694579296643,0.0005703922120407244,16,14,/wiki/Suffiziente_%CF%83-Algebra
101,Lévy-Abstand,325,356,461,567,0.0006599895080851969,0.0006709988522169034,0.0006534800638613852,6,4,/wiki/L%C3%A9vy-Abstand
386,Pettis-Integral,297,357,474,499,0.0006532391601138383,0.0006557922527726352,0.0007827744305898318,7,11,/wiki/Pettis-Integral
349,Gleichgradige Integrierbarkeit,368,358,323,244,0.0007800593534936095,0.0006556292980314412,0.0005273855780043578,17,15,/wiki/Gleichgradige_Integrierbarkeit
138,Pseudozufall,352,359,409,567,0.000693941751323614,0.0006537452820317785,0.0005571790247540936,6,6,/wiki/Pseudozufall
445,Zylindermenge,319,360,476,499,0.0006523824012911771,0.0006516133172191214,0.000667493226127902,7,8,/wiki/Zylindermenge
106,Malliavin-Kalkül,397,361,287,301,0.0008073686697736033,0.000649480833138652,0.0004583095664987355,13,23,/wiki/Malliavin-Kalk%C3%BCl
371,Lokale Messbarkeit,304,362,484,499,0.0006486156866802704,0.0006492548682380097,0.000739631994019557,7,6,/wiki/Lokale_Messbarkeit
439,Verteilungsfunktion (Maßtheorie),322,363,412,344,0.0006913978039267656,0.0006446236204123111,0.0006551935348761628,11,15,/wiki/Verteilungsfunktion_(Ma%C3%9Ftheorie)
1131,Übergangswahrscheinlichkeit,538,364,238,233,0.0009050354745621974,0.0006409492021073068,0.00022128380189011373,18,27,/wiki/%C3%9Cbergangswahrscheinlichkeit
389,Punktweise Konvergenz μ-fast überall,329,365,407,370,0.0006950834924677154,0.0006401239601906421,0.0006272407821488581,10,20,/wiki/Punktweise_Konvergenz_%CE%BC-fast_%C3%BCberall
1255,Einstichproben-t-Test,461,366,292,225,0.0008019643870242631,0.0006399887253005353,0.0003275770102377372,19,17,/wiki/Einstichproben-t-Test
631,Kovarianzfunktion,475,367,245,195,0.0008928892509189276,0.0006392288609546024,0.00030230699278682054,23,14,/wiki/Kovarianzfunktion
648,Prozess mit unabhängigen Zuwächsen,421,368,335,256,0.0007675367088629812,0.0006377646165198077,0.0004039666900965403,16,7,/wiki/Prozess_mit_unabh%C3%A4ngigen_Zuw%C3%A4chsen
135,Produktmodell (Stochastik),331,369,512,567,0.0006249191509699882,0.0006346687365919446,0.0006198863335580468,6,14,/wiki/Produktmodell_(Stochastik)
487,Produktmodell (Statistik),431,370,280,188,0.0008191438384085313,0.0006335504841559067,0.0003854013095424085,24,14,/wiki/Produktmodell_(Statistik)
623,Gestoppter Prozess,386,371,350,301,0.0007505293230186882,0.0006309081122578613,0.0004739978262871555,13,9,/wiki/Gestoppter_Prozess
811,Gleitender Mittelwert,602,372,264,370,0.0008470105598817366,0.0006302047886360887,0.00016555986595381329,10,6,/wiki/Gleitender_Mittelwert
236,Hans Föllmer,359,373,385,499,0.0007130199620585001,0.0006287159113488389,0.0005477908136911412,7,4,/wiki/Hans_F%C3%B6llmer
968,Variation (Maßtheorie),309,374,503,449,0.0006323052021429107,0.0006286825953913292,0.000722925639698575,8,6,/wiki/Variation_(Ma%C3%9Ftheorie)
552,Kolmogorowsches Null-Eins-Gesetz,345,375,397,408,0.0007023394290935336,0.0006260614948422298,0.0005818102259127482,9,14,/wiki/Kolmogorowsches_Null-Eins-Gesetz
433,Träger (Maßtheorie),401,376,326,370,0.0007760385342776901,0.0006242116980545363,0.0004532011429362859,10,3,/wiki/Tr%C3%A4ger_(Ma%C3%9Ftheorie)
707,Markow-Ungleichung (Stochastik),373,377,411,449,0.0006929579789208761,0.0006238325096781598,0.0005084072150995079,8,6,/wiki/Markow-Ungleichung_(Stochastik)
772,Matrixvariate Wahrscheinlichkeitsverteilung,328,378,514,370,0.0006229757570411488,0.0006230664015567443,0.0006386130553475775,10,5,/wiki/Matrixvariate_Wahrscheinlichkeitsverteilung
29,Dispersionsmaß (Stochastik),347,379,534,499,0.000609994640176549,0.0006157905141706649,0.0005746197898283407,7,14,/wiki/Dispersionsma%C3%9F_(Stochastik)
369,Lemma von Fatou,316,380,505,499,0.0006301700748755581,0.0006147406819363773,0.00067760275075359,7,8,/wiki/Lemma_von_Fatou
1013,Momentenmethode,408,381,430,344,0.0006784247208081608,0.0006140922514121683,0.00042858140623588286,11,21,/wiki/Momentenmethode
919,Individueller Ergodensatz,405,382,352,244,0.0007484154958786909,0.0006136975716217898,0.00043703947714716343,17,18,/wiki/Individueller_Ergodensatz
643,Ornstein-Uhlenbeck-Prozess,424,383,359,281,0.0007415132807250615,0.0006127711298320827,0.00039887289633973685,14,14,/wiki/Ornstein-Uhlenbeck-Prozess
1101,Absorbierender Zustand,542,384,268,244,0.0008437614550107709,0.000612229116843653,0.00021724533220980946,17,7,/wiki/Absorbierender_Zustand
680,Wienerprozess,452,385,273,281,0.000828688266508868,0.0006090837143900438,0.0003391859808051949,14,59,/wiki/Wienerprozess
12,Bedingte Verteilung,377,386,414,323,0.000691184928169721,0.0006072651327952878,0.0005048391441146541,12,12,/wiki/Bedingte_Verteilung
362,Konvergenz lokal nach Maß,370,387,384,323,0.000713309072075607,0.0006055219537858814,0.0005256530333860432,12,18,/wiki/Konvergenz_lokal_nach_Ma%C3%9F
865,Gemeinsame Verteilung von Zufallsvariablen,392,388,371,244,0.0007271163731987883,0.0006046982249207117,0.00046386659017269024,17,17,/wiki/Gemeinsame_Verteilung_von_Zufallsvariablen
16,Bertrand-Paradoxon (Wahrscheinlichkeitstheorie),344,389,531,724,0.0006114296238240047,0.0006045774204648682,0.0005821999306291884,4,4,/wiki/Bertrand-Paradoxon_(Wahrscheinlichkeitstheorie)
1118,Periodische Markow-Kette,553,390,262,233,0.0008485811658611027,0.0006004012382136813,0.00020920996769685718,18,12,/wiki/Periodische_Markow-Kette
364,Konvergenzsatz von Vitali,360,391,478,408,0.0006511334668419732,0.0006000678271080848,0.0005459117181844349,9,7,/wiki/Konvergenzsatz_von_Vitali
529,Borel-Cantelli-Lemma,375,392,401,408,0.000697890923836665,0.0005998399079281225,0.0005058804206831725,9,10,/wiki/Borel-Cantelli-Lemma
856,Bimodale Verteilung,365,393,434,499,0.000676275021825303,0.0005988654801027043,0.0005366670393824969,7,5,/wiki/Bimodale_Verteilung
1229,Lilliefors-Test,388,394,455,301,0.000662931856375893,0.0005985023452208778,0.0004737663717807529,13,13,/wiki/Lilliefors-Test
843,Trend (Statistik),611,395,230,267,0.0009361847853067666,0.0005981527637848196,0.00015621912898404515,15,13,/wiki/Trend_(Statistik)
501,Statistik (Funktion),433,396,382,323,0.0007167421305420908,0.0005966611753688855,0.0003802705672742266,12,17,/wiki/Statistik_(Funktion)
455,Asymptotische Normalität,448,397,345,225,0.0007570513052424161,0.0005920117522616164,0.00034108583687793607,19,8,/wiki/Asymptotische_Normalit%C3%A4t
79,Inversionsmethode,333,398,549,244,0.0006016632915192307,0.000590852194613929,0.0006168265475224125,17,18,/wiki/Inversionsmethode
361,Konvergente Mengenfolge,270,399,515,641,0.0006215061588098645,0.0005879642085992302,0.0007977102280148985,5,4,/wiki/Konvergente_Mengenfolge
72,Hidden Markov Model,598,400,243,344,0.0008944025730382184,0.0005872226784248817,0.00016781577331727703,11,13,/wiki/Hidden_Markov_Model
1058,Fehler 1. und 2. Art,465,401,347,323,0.0007554344775952039,0.0005861887603530967,0.00032106019697775585,12,16,/wiki/Fehler_1._und_2._Art
467,Exponentialfamilie,390,402,421,256,0.0006859134290157162,0.000585531214602835,0.0004660611528482366,16,86,/wiki/Exponentialfamilie
344,Final-σ-Algebra,314,403,649,833,0.0005611213107832984,0.0005835676190625453,0.0006956868446504933,3,6,/wiki/Final-%CF%83-Algebra
366,Lebesgue-Stieltjessches Prämaß,269,404,680,641,0.0005483138338344782,0.0005828335706852488,0.0008027916182579476,5,10,/wiki/Lebesgue-Stieltjessches_Pr%C3%A4ma%C3%9F
863,Fisher-Information,457,405,334,202,0.0007677727948208659,0.0005802396559335856,0.00033011781384216054,22,27,/wiki/Fisher-Information
548,Infinite-Monkey-Theorem,353,406,562,833,0.0005944205028326447,0.0005784342158045456,0.0005567958458053481,3,8,/wiki/Infinite-Monkey-Theorem
647,Prozess mit stationären Zuwächsen,440,407,393,323,0.0007045834951959832,0.0005765291315836165,0.0003619548940990287,12,5,/wiki/Prozess_mit_station%C3%A4ren_Zuw%C3%A4chsen
17,Bestimmtheitsmaß,515,408,291,244,0.0008021457162507481,0.0005735690697763521,0.00024313788768926255,17,37,/wiki/Bestimmtheitsma%C3%9F
999,Konsistente Schätzfolge,484,409,338,216,0.0007629061046310755,0.0005724375828296944,0.00029189458792007087,20,15,/wiki/Konsistente_Sch%C3%A4tzfolge
1016,Parameterfunktion (Statistik),547,410,257,182,0.000861179996442167,0.0005703704304839317,0.00021342531697250418,25,9,/wiki/Parameterfunktion_(Statistik)
1048,Alphafehler-Kumulierung,526,411,288,233,0.0008053121408778129,0.0005682479228254189,0.0002308847299624967,18,9,/wiki/Alphafehler-Kumulierung
1121,Rekurrente Markow-Kette,564,412,285,233,0.000811566306535276,0.0005648457533940128,0.0001951585088845758,18,11,/wiki/Rekurrente_Markow-Kette
1218,Verteilung mit schweren Rändern,343,413,545,323,0.0006030580805210693,0.0005638668923634954,0.0005847127302811597,12,14,/wiki/Verteilung_mit_schweren_R%C3%A4ndern
464,Entscheidungsfunktion,522,414,284,182,0.0008129425510877976,0.0005634581362801886,0.00023284738796244743,25,25,/wiki/Entscheidungsfunktion
436,Unendlichdimensionales Lebesgue-Maß,320,415,648,833,0.0005614917690846659,0.0005625191654986067,0.00066251820412616,3,7,/wiki/Unendlichdimensionales_Lebesgue-Ma%C3%9F
691,Bonferroni-Ungleichung,509,416,331,567,0.0007710393527733384,0.0005620226269062994,0.00024935915184479585,6,6,/wiki/Bonferroni-Ungleichung
444,Zerlegungssatz von Lebesgue,338,417,542,408,0.0006067478061299831,0.000560008348725467,0.0006023268174205481,9,12,/wiki/Zerlegungssatz_von_Lebesgue
850,Volatilität,550,418,259,256,0.0008500124365846552,0.0005578325560667792,0.00021112577558612115,16,4,/wiki/Volatilit%C3%A4t
1114,Kommunizierende Zustände,562,419,321,267,0.0007850619885003289,0.000557784805777093,0.00019803506166930958,15,11,/wiki/Kommunizierende_Zust%C3%A4nde
372,Lokalisierbarer Maßraum,332,420,561,567,0.0005945643794569144,0.0005572770952376255,0.000617592342967144,6,6,/wiki/Lokalisierbarer_Ma%C3%9Fraum
606,Diskretes stochastisches Integral,355,421,537,449,0.0006088196474090564,0.0005552798932269847,0.0005509017103030037,8,10,/wiki/Diskretes_stochastisches_Integral
363,Konvergenz nach Maß,387,422,462,370,0.000659523066599938,0.000553570223710129,0.0004739373807525787,10,18,/wiki/Konvergenz_nach_Ma%C3%9F
862,Fehlerintegral,327,423,548,969,0.0006019621001771195,0.000550885430088641,0.0006409723055500515,2,2,/wiki/Fehlerintegral
1263,Likelihood-Quotienten-Test,449,424,435,256,0.000675173083895553,0.0005474678063495648,0.0003404918495386972,16,19,/wiki/Likelihood-Quotienten-Test
953,Moderates Maß,346,425,520,567,0.0006192433550103694,0.0005474062305621979,0.0005749289260779547,6,8,/wiki/Moderates_Ma%C3%9F
102,Lindeberg-Bedingung,430,426,387,344,0.0007109739359336185,0.0005471671127134435,0.0003858566380318475,11,10,/wiki/Lindeberg-Bedingung
400,Satz von Lusin,374,427,500,641,0.000636565340965493,0.000545648405859205,0.0005060144033775406,5,10,/wiki/Satz_von_Lusin
784,Verteilungsklasse,423,428,392,323,0.0007067829179501774,0.0005451682015544649,0.00039947749655959327,12,26,/wiki/Verteilungsklasse
866,Gleichung von Bienaymé,428,429,470,281,0.0006567547346928428,0.0005447238903208373,0.00039382301433881574,14,19,/wiki/Gleichung_von_Bienaym%C3%A9
298,Abraham Wald,501,430,325,408,0.0007791718918740778,0.0005426387112057882,0.00025951994032901435,9,4,/wiki/Abraham_Wald
71,Hellingerabstand,362,431,577,641,0.0005902041181198105,0.0005407748627723725,0.0005391255625285781,5,7,/wiki/Hellingerabstand
513,Verlustfunktion (Statistik),555,432,275,175,0.0008249650088463139,0.0005402196116210404,0.00020706139808833134,26,16,/wiki/Verlustfunktion_(Statistik)
563,Lp-Ergodensatz,414,433,451,370,0.0006646547464079049,0.0005391128910587392,0.0004189238900938873,10,16,/wiki/Lp-Ergodensatz
554,Korrespondenzsatz (Stochastik),371,434,550,499,0.0006015605537987151,0.0005390064244014054,0.0005238518302262481,7,10,/wiki/Korrespondenzsatz_(Stochastik)
1256,F-Test,494,435,391,256,0.0007075870598866614,0.0005377494744150571,0.0002692941054250435,16,19,/wiki/F-Test
980,Bereichsschätzer,529,436,301,202,0.0007856193391597195,0.0005358894106578711,0.000225804176723307,22,18,/wiki/Bereichssch%C3%A4tzer
246,Karl Hinderer,402,437,529,499,0.0006127171387756946,0.0005356275290815849,0.00045257094451864847,7,3,/wiki/Karl_Hinderer
731,Eintrittswahrscheinlichkeit,436,438,418,567,0.000689008181124827,0.0005306494989177926,0.0003687867200398702,6,4,/wiki/Eintrittswahrscheinlichkeit
60,Gaußsches Maß,518,439,251,256,0.0008738353071260235,0.0005302982777551286,0.00023585328166200842,16,17,/wiki/Gau%C3%9Fsches_Ma%C3%9F
465,Entscheidungsraum,561,440,294,188,0.0008002732007647055,0.0005302173467702277,0.00019844955662667898,24,15,/wiki/Entscheidungsraum
603,Brownsche Brücke,453,441,485,370,0.0006482848216555017,0.000529780998650317,0.0003391518347183029,10,13,/wiki/Brownsche_Br%C3%BCcke
780,Stetigsinguläre Wahrscheinlichkeitsverteilung,376,442,578,449,0.00058994634210873,0.0005272445559888741,0.0005056045459256056,8,13,/wiki/Stetigsingul%C3%A4re_Wahrscheinlichkeitsverteilung
58,Galtonbrett,410,443,536,449,0.000608836658227297,0.0005271307936350804,0.0004227370521543606,8,7,/wiki/Galtonbrett
658,Schadensversicherungsmathematik,404,444,585,499,0.0005854489060003882,0.0005264438763864671,0.00044755520948256317,7,19,/wiki/Schadensversicherungsmathematik
906,Zufallszahlengenerator,456,445,363,370,0.0007404948635481787,0.0005262352430675903,0.00033057887948510507,10,15,/wiki/Zufallszahlengenerator
350,Gleichmäßige Konvergenz μ-fast überall,366,446,559,567,0.0005948065290163876,0.0005260836156468931,0.0005298047556969275,6,12,/wiki/Gleichm%C3%A4%C3%9Fige_Konvergenz_%CE%BC-fast_%C3%BCberall
4,A-priori-Verteilung,400,447,496,267,0.0006386680580972421,0.0005209448400156055,0.0004535000758336603,15,21,/wiki/A-priori-Verteilung
795,Autokorrelationsfunktion,724,448,253,344,0.0008701926885286001,0.000520459698447997,0.00010117913710441425,11,21,/wiki/Autokorrelationsfunktion
914,Ergodische Transformation,393,449,472,499,0.0006553085465430487,0.0005195784579437288,0.00046127866498527347,7,14,/wiki/Ergodische_Transformation
66,Glätten (Mathematik),674,450,344,641,0.0007577063915718021,0.0005189794795398199,0.000122488883032971,5,3,/wiki/Gl%C3%A4tten_(Mathematik)
56,Fréchet-Prinzip,417,451,539,567,0.0006085721574130829,0.0005169972142989083,0.00041356256469991256,6,6,/wiki/Fr%C3%A9chet-Prinzip
143,Quasiintegrierbarkeit,385,452,619,641,0.0005726394701696066,0.0005166489736898942,0.0004761505488183998,5,12,/wiki/Quasiintegrierbarkeit
550,Itō-Formel,468,453,424,281,0.0006844967174647479,0.0005158233930186989,0.0003149233533371213,14,14,/wiki/It%C5%8D-Formel
1214,Liste univariater Wahrscheinlichkeitsverteilungen,380,454,654,370,0.0005593820045844397,0.0005157772241840762,0.0004930966280982966,10,71,/wiki/Liste_univariater_Wahrscheinlichkeitsverteilungen
837,Spezifikation (Statistik),695,455,255,267,0.0008660479941339124,0.0005151476101371345,0.00011468927793517891,15,9,/wiki/Spezifikation_(Statistik)
131,Prinzip der großen Abweichungen,485,456,356,724,0.0007466613659574858,0.000514974214295038,0.00029124477783477675,4,3,/wiki/Prinzip_der_gro%C3%9Fen_Abweichungen
45,Extremwerttheorie,517,457,269,370,0.0008412029155654147,0.0005134367606037973,0.00024208908741998165,10,11,/wiki/Extremwerttheorie
1059,Fehler 2. Art,471,458,444,344,0.0006690411706210006,0.0005123856672309525,0.0003114996068465936,11,16,/wiki/Fehler_2._Art
291,Jakow Grigorjewitsch Sinai,451,459,488,641,0.0006430558342409601,0.0005119495606192893,0.0003397405804358738,5,7,/wiki/Jakow_Grigorjewitsch_Sinai
838,Strukturbruch,622,460,367,641,0.0007308528584248082,0.0005104090022353554,0.00014921956977145806,5,2,/wiki/Strukturbruch
571,Optional Sampling Theorem,434,461,497,408,0.0006383253008487407,0.0005082505134246505,0.0003767167758570593,9,11,/wiki/Optional_Sampling_Theorem
493,Risikofunktion,572,462,283,188,0.0008131622765406457,0.0005081223393958436,0.00018597989157431559,24,21,/wiki/Risikofunktion
151,Risikomaß,519,463,362,370,0.0007407820303131495,0.0005071517638643612,0.00023525299688861588,10,17,/wiki/Risikoma%C3%9F
1113,Irreduzible Markow-Kette,573,464,366,281,0.0007325692785321772,0.0005051769063493002,0.0001832845804232139,14,9,/wiki/Irreduzible_Markow-Kette
429,Straffes Maß,383,465,507,408,0.0006298846754971444,0.0005037487663397004,0.00047940208444968236,9,10,/wiki/Straffes_Ma%C3%9F
305,Jerzy Zabczyk,560,466,333,641,0.0007684131380232381,0.0004999660573420341,0.00020039360745086393,5,2,/wiki/Jerzy_Zabczyk
301,Wendelin Werner,577,467,340,499,0.0007603989831249163,0.0004998954005793872,0.0001793505219699317,7,9,/wiki/Wendelin_Werner
557,Stetigkeitssatz von Lévy,409,468,563,449,0.0005937975782518197,0.0004932759760092303,0.0004229662471879638,8,7,/wiki/Stetigkeitssatz_von_L%C3%A9vy
859,Diskrete Zufallsvariable,420,469,521,408,0.0006183267664305394,0.0004931052754699637,0.0004052564633706388,9,50,/wiki/Diskrete_Zufallsvariable
1222,Cramér-von-Mises-Test,432,470,560,344,0.0005946423879235897,0.0004921148682299022,0.00038468936783184107,11,15,/wiki/Cram%C3%A9r-von-Mises-Test
154,Sammelbilderproblem,403,471,664,833,0.0005545151448513733,0.0004917603158687479,0.00045061689422802153,3,20,/wiki/Sammelbilderproblem
1049,Anpassungsgüte,499,472,364,281,0.00073719602028781,0.0004914093420745136,0.00026738707451906985,14,16,/wiki/Anpassungsg%C3%BCte
152,Rollo-Davidson-Preis,777,473,265,567,0.0008465944295533574,0.0004908103451626497,8.307998948946058e-05,6,10,/wiki/Rollo-Davidson-Preis
921,Kolmogorow-Sinai-Entropie,444,474,525,724,0.0006166064871154776,0.0004896372618984131,0.0003593783320546475,4,5,/wiki/Kolmogorow-Sinai-Entropie
120,Multivariate Verteilungsfunktion,416,475,603,499,0.0005775320677433004,0.0004885518641916816,0.000413758948465243,7,10,/wiki/Multivariate_Verteilungsfunktion
860,Empirische Verteilungsfunktion,455,476,458,281,0.0006620097226589482,0.0004884637413214138,0.00033311356834327317,14,21,/wiki/Empirische_Verteilungsfunktion
622,Geometrische brownsche Bewegung,491,477,429,301,0.0006789401353771055,0.0004863308801230762,0.0002720600027058918,13,14,/wiki/Geometrische_brownsche_Bewegung
932,Σ-Algebra der invarianten Ereignisse,378,478,661,641,0.0005563955341581724,0.000486111044481583,0.0005037091841438811,5,9,/wiki/%CE%A3-Algebra_der_invarianten_Ereignisse
437,Vage Konvergenz (Maßtheorie),398,479,551,449,0.0006009955911500571,0.000484101973554375,0.00045558443025223486,8,16,/wiki/Vage_Konvergenz_(Ma%C3%9Ftheorie)
195,Trennende Familie,406,480,616,499,0.000573616094869141,0.00048252664328778946,0.00043647658171315994,7,9,/wiki/Trennende_Familie
1010,Mittlere quadratische Abweichung,505,481,427,344,0.0006813283871492185,0.00048140457876208015,0.00025506605785472245,11,20,/wiki/Mittlere_quadratische_Abweichung
391,Rektifizierbare Menge,439,482,417,567,0.0006907713335778995,0.0004781347328588917,0.00036357090020965586,6,4,/wiki/Rektifizierbare_Menge
885,Quasiintegrierbare Zufallsvariable,411,483,673,499,0.0005527385586238772,0.00047708725944429245,0.00042140410224487414,7,12,/wiki/Quasiintegrierbare_Zufallsvariable
173,Skalenparameter,391,484,587,281,0.0005852454362278816,0.0004770069045022827,0.00046456190889662306,14,6,/wiki/Skalenparameter
68,Grenzwertsätze der Stochastik,469,485,436,301,0.0006751616191305994,0.00047654580282884413,0.0003143433483767044,13,32,/wiki/Grenzwerts%C3%A4tze_der_Stochastik
566,Satz von Moivre-Laplace,438,486,533,370,0.0006101088394874315,0.00047636757580250783,0.00036710330098618885,10,11,/wiki/Satz_von_Moivre-Laplace
903,Zufällige Permutation,443,487,555,408,0.0005969734374221011,0.0004748674650080077,0.0003601274701833031,9,15,/wiki/Zuf%C3%A4llige_Permutation
431,Wesentliches Supremum,412,488,516,499,0.0006207855623214906,0.00047182022889258817,0.00042081582507590745,7,6,/wiki/Wesentliches_Supremum
989,Gleichmäßig bester erwartungstreuer Schätzer,554,489,388,244,0.0007104346995137478,0.0004694725348614388,0.00020758507188909476,17,20,/wiki/Gleichm%C3%A4%C3%9Fig_bester_erwartungstreuer_Sch%C3%A4tzer
659,Schramm-Löwner-Evolution,504,490,465,724,0.0006579487953595322,0.00046611940364318986,0.00025562466434069674,4,7,/wiki/Schramm-L%C3%B6wner-Evolution
1243,Wilcoxon-Vorzeichen-Rang-Test,582,491,377,256,0.0007193244541291589,0.0004661144949987052,0.00017682953186648327,16,6,/wiki/Wilcoxon-Vorzeichen-Rang-Test
683,Zählprozess,483,492,439,499,0.0006735969996028437,0.00046574320827663955,0.00029375935513030433,7,7,/wiki/Z%C3%A4hlprozess
534,Darstellungssatz (Stochastik),413,493,635,641,0.0005667459829852592,0.0004654905783065339,0.00042057553126225285,5,16,/wiki/Darstellungssatz_(Stochastik)
587,Formel von Wald,437,494,590,449,0.0005836282741240002,0.0004652148422023614,0.0003674071901991435,8,12,/wiki/Formel_von_Wald
393,Satz von Cramér-Wold,442,495,573,641,0.0005912404085304008,0.00046231296674957437,0.00036088299137838317,5,6,/wiki/Satz_von_Cram%C3%A9r-Wold
610,Erneuerungsprozess,487,496,420,449,0.0006871838300647272,0.00046219657301913166,0.0002863014017921872,8,8,/wiki/Erneuerungsprozess
181,Stochastische Analysis auf Mannigfaltigkeiten,427,497,679,724,0.000548970253529769,0.00046164263070692897,0.00039487849474251837,4,13,/wiki/Stochastische_Analysis_auf_Mannigfaltigkeiten
165,Schema von Zufallsvariablen,489,498,443,408,0.0006727335252447544,0.00046080392695659034,0.00027822323119476697,9,6,/wiki/Schema_von_Zufallsvariablen
665,Sprungprozess,512,499,402,323,0.0006975472208567312,0.0004603162339603711,0.0002449058027202187,12,6,/wiki/Sprungprozess
572,Optional Stopping Theorem,460,500,509,408,0.0006297116970122378,0.00046030751329717904,0.0003282060729370796,9,13,/wiki/Optional_Stopping_Theorem
402,Satz von Prochorow,399,501,630,499,0.0005675550463126012,0.0004540587389661947,0.00045553210339145146,7,11,/wiki/Satz_von_Prochorow
1063,Gleichmäßig bester Test,658,502,332,225,0.0007691469654455755,0.0004532987987823993,0.00013354479119113242,19,19,/wiki/Gleichm%C3%A4%C3%9Fig_bester_Test
