idx,title,rank_99,rank_85,rank_50,rank_by_inbound_links,pr_50,pr_85,pr_99,N_inbound_links,N_outbound_links,link
715,Wahrscheinlichkeitstheorie,3,1,1,4,0.012182559611491355,0.01925105043138528,0.02041191482767974,269,47,/wiki/Wahrscheinlichkeitstheorie
0,Stochastik,4,2,2,3,0.011233296689953338,0.01720392929861141,0.017787993954094323,272,57,/wiki/Stochastik
313,Maßtheorie,2,3,4,10,0.008544143749256326,0.01719539763469975,0.02349723856763192,185,41,/wiki/Ma%C3%9Ftheorie
854,Zufallsvariable,7,4,3,1,0.009064359942095965,0.013838532051129195,0.01357485263989216,313,50,/wiki/Zufallsvariable
171,Σ-Algebra,5,5,10,13,0.005603081959535506,0.011375449881794125,0.014913657605573753,143,40,/wiki/%CE%A3-Algebra
41,Erwartungswert,11,6,5,2,0.007309045954323575,0.010722253290672753,0.010391236795661778,290,50,/wiki/Erwartungswert
327,Borelsche σ-Algebra,6,7,12,15,0.005297304876623456,0.010550550790074473,0.013617270004488086,131,18,/wiki/Borelsche_%CF%83-Algebra
971,Wahrscheinlichkeitsmaß,10,8,7,9,0.006172729777874948,0.01013738720164924,0.011092201742672655,186,84,/wiki/Wahrscheinlichkeitsma%C3%9F
949,Lebesgue-Maß,8,9,15,26,0.004528092733383159,0.009055367194239388,0.012160594508617641,104,22,/wiki/Lebesgue-Ma%C3%9F
756,Wahrscheinlichkeitsverteilung,14,10,9,6,0.0056466571252549325,0.008700381489283279,0.00890724398637125,222,84,/wiki/Wahrscheinlichkeitsverteilung
935,Maß (Mathematik),9,11,18,46,0.004004428311796824,0.008690000158886161,0.012157851357531169,85,96,/wiki/Ma%C3%9F_(Mathematik)
1176,Normalverteilung,15,12,8,5,0.005907222801211331,0.008629545333546674,0.008527179202901233,264,116,/wiki/Normalverteilung
592,Stochastischer Prozess,20,13,6,8,0.007065904825327633,0.008576425477244852,0.006668651343705701,193,33,/wiki/Stochastischer_Prozess
378,Messbare Funktion,13,14,14,14,0.004794031630194762,0.008283127999763789,0.009694831665509792,139,22,/wiki/Messbare_Funktion
380,Messraum (Mathematik),12,15,17,20,0.0042920026093744516,0.008191769252190215,0.010209403016441257,118,15,/wiki/Messraum_(Mathematik)
898,Varianz (Stochastik),18,16,13,7,0.005223277427351556,0.007620240932969044,0.00718428428169733,221,69,/wiki/Varianz_(Stochastik)
111,Mathematische Statistik,19,17,11,11,0.005475156096921963,0.007507914095182137,0.006699464259316355,173,42,/wiki/Mathematische_Statistik
755,Wahrscheinlichkeit,28,18,16,23,0.004470001679917781,0.006264022101336015,0.005710638675108056,112,35,/wiki/Wahrscheinlichkeit
376,Maßraum,16,19,23,86,0.0030507558326314205,0.005695914274276073,0.007611275121831388,66,20,/wiki/Ma%C3%9Fraum
1190,Binomialverteilung,22,20,22,12,0.0031998431782748484,0.005524490724265229,0.006247504621059303,167,95,/wiki/Binomialverteilung
35,Ereignis (Wahrscheinlichkeitstheorie),21,21,25,117,0.002628563953655442,0.005444919975815259,0.0065713639598609305,44,16,/wiki/Ereignis_(Wahrscheinlichkeitstheorie)
948,Lebesgue-Integral,17,22,27,105,0.0024698039665898295,0.00535917391901655,0.007307508285677422,50,26,/wiki/Lebesgue-Integral
752,Stochastisch unabhängige Zufallsvariablen,32,23,19,22,0.003668514685407143,0.0052038970211365125,0.004980979149009786,116,24,/wiki/Stochastisch_unabh%C3%A4ngige_Zufallsvariablen
357,Integralrechnung,23,24,30,108,0.0022305467207189623,0.004446608651258243,0.006061453167473835,48,19,/wiki/Integralrechnung
207,Heinz Bauer (Mathematiker),26,25,29,115,0.0022404909169203807,0.004417093932199418,0.005853626775556948,45,6,/wiki/Heinz_Bauer_(Mathematiker)
384,Nullmenge,27,26,34,124,0.002190994079557657,0.0042099609484432705,0.0057369031995775,42,12,/wiki/Nullmenge
1188,Bernoulli-Verteilung,35,27,26,16,0.0025059461813874938,0.0040782165823163305,0.004654012451345015,128,81,/wiki/Bernoulli-Verteilung
1152,Exponentialverteilung,34,28,31,17,0.0022191150845807897,0.0038454355988840625,0.004890213118820302,124,81,/wiki/Exponentialverteilung
13,Bedingte Wahrscheinlichkeit,42,29,35,108,0.002190272720573261,0.0038333827958373073,0.004164699795246,48,21,/wiki/Bedingte_Wahrscheinlichkeit
1044,Statistischer Test,132,30,20,21,0.003589283085633005,0.0038243960648041316,0.0023643768906500802,117,64,/wiki/Statistischer_Test
419,Σ-Additivität,29,31,58,154,0.0017528545211499271,0.0037919042781936843,0.005621565554857725,31,6,/wiki/%CE%A3-Additivit%C3%A4t
48,Fast sicher,58,32,24,37,0.0030014464732540393,0.003787307180991214,0.0033696364080590653,88,10,/wiki/Fast_sicher
352,Halbring (Mengensystem),25,33,77,202,0.001557261621441145,0.0037524834596662543,0.005944459214362096,22,17,/wiki/Halbring_(Mengensystem)
318,Äußeres Maß,31,34,71,195,0.001635541408895178,0.003521054907656623,0.00526446971749646,23,17,/wiki/%C3%84u%C3%9Feres_Ma%C3%9F
1180,Stetige Gleichverteilung,36,35,52,24,0.0018068519738735811,0.0034820191263820674,0.004606281104621197,109,77,/wiki/Stetige_Gleichverteilung
1207,Poisson-Verteilung,40,36,38,18,0.0020263651886467038,0.0033872450950794045,0.004170475647385413,122,107,/wiki/Poisson-Verteilung
938,Bildmaß,46,37,49,120,0.0018929662448783405,0.003347099029037155,0.003815201028473347,43,8,/wiki/Bildma%C3%9F
1196,Diskrete Gleichverteilung,41,38,54,28,0.0017915395474227735,0.0032648794406434653,0.004165466927336444,100,81,/wiki/Diskrete_Gleichverteilung
1146,Chi-Quadrat-Verteilung,45,39,43,18,0.0019881031556923732,0.0032056744629518122,0.0038737099182385008,122,80,/wiki/Chi-Quadrat-Verteilung
116,Moment (Stochastik),57,40,37,69,0.0020642827909934476,0.003174889674413959,0.0033895229962515407,80,24,/wiki/Moment_(Stochastik)
272,P. Heinz Müller,63,41,39,91,0.0020049550710512197,0.0031576281130775174,0.0032351251570485436,61,5,/wiki/P._Heinz_M%C3%BCller
180,Stochastisch unabhängige Ereignisse,59,42,46,112,0.0019376919748866207,0.0031027835374314453,0.003326963411011096,46,9,/wiki/Stochastisch_unabh%C3%A4ngige_Ereignisse
788,Zeitreihenanalyse,202,43,21,85,0.003272293165831001,0.00303504504064003,0.001365336155497346,67,39,/wiki/Zeitreihenanalyse
957,Produktmaß,52,44,56,115,0.0017559395699492393,0.003002564366977634,0.003499129084740745,45,25,/wiki/Produktma%C3%9F
257,Andrei Nikolajewitsch Kolmogorow,69,45,44,127,0.001963027080448704,0.002982453703886189,0.0030483160614854744,41,16,/wiki/Andrei_Nikolajewitsch_Kolmogorow
408,Satz von Vitali (Maßtheorie),37,46,118,323,0.0012727625386890565,0.002974650517892125,0.00452110646012726,12,7,/wiki/Satz_von_Vitali_(Ma%C3%9Ftheorie)
753,Teilungsproblem,1,47,159,724,0.0011034222867956128,0.00292839311046817,0.03561937188785505,4,1,/wiki/Teilungsproblem
770,Gleichverteilung,78,48,40,102,0.0019988776122621364,0.0029204658952935816,0.002902757339255872,53,14,/wiki/Gleichverteilung
965,Signiertes Maß,43,49,72,138,0.0016295499455833105,0.0028976214659449727,0.00396901744602095,37,24,/wiki/Signiertes_Ma%C3%9F
134,Produkt-σ-Algebra,47,50,88,175,0.0014599194530632307,0.002887613683134874,0.0038127317846839235,26,14,/wiki/Produkt-%CF%83-Algebra
333,Dichtefunktion,64,51,47,88,0.0019025567827991214,0.0028829196510380723,0.0032341797407703047,63,17,/wiki/Dichtefunktion
956,Prämaß,38,52,117,233,0.0012766513793935933,0.0028308658203750384,0.004479505463517054,18,19,/wiki/Pr%C3%A4ma%C3%9F
343,Fast überall,53,53,63,159,0.0017075344673474105,0.002794708736771692,0.003477262815367988,29,10,/wiki/Fast_%C3%BCberall
758,Zufall,88,54,51,147,0.001849381028249518,0.002783140804869722,0.002802471681015205,33,7,/wiki/Zufall
762,Cantor-Verteilung,44,55,89,32,0.0014473523558774634,0.0027676112275841465,0.003909660981629369,96,69,/wiki/Cantor-Verteilung
147,Realisierung (Stochastik),141,56,36,83,0.0021122189248143227,0.002726429276949547,0.0021159996378703975,73,8,/wiki/Realisierung_(Stochastik)
1145,Cauchy-Verteilung,49,57,90,27,0.0014437920312534939,0.0026955510402506327,0.0036742257885491168,101,77,/wiki/Cauchy-Verteilung
1181,Studentsche t-Verteilung,55,58,79,25,0.001540302972376607,0.0026408747059046217,0.0034234686724751414,108,82,/wiki/Studentsche_t-Verteilung
589,Zentraler Grenzwertsatz,129,59,41,84,0.0019946699269493494,0.0026341512611174874,0.0024040545019028206,69,31,/wiki/Zentraler_Grenzwertsatz
1201,Hypergeometrische Verteilung,51,60,98,37,0.0013803072954063937,0.002633628595383747,0.00358325864607298,88,74,/wiki/Hypergeometrische_Verteilung
1174,Mehrdimensionale Normalverteilung,65,61,74,28,0.0015903146607659652,0.002595273117201306,0.003212252368216467,100,84,/wiki/Mehrdimensionale_Normalverteilung
259,Ulrich Krengel,112,62,66,151,0.0016765287492747148,0.0025716028481982795,0.0026063184681801507,32,4,/wiki/Ulrich_Krengel
1024,Schätzfunktion,160,63,28,71,0.0023418963230037258,0.0025409451439118848,0.0018224028088945998,79,40,/wiki/Sch%C3%A4tzfunktion
1199,Geometrische Verteilung,56,64,97,34,0.0013856712774590824,0.002520022239323958,0.0034008361869186723,91,77,/wiki/Geometrische_Verteilung
14,Bedingter Erwartungswert,118,65,62,112,0.0017265911803281343,0.002513936584329639,0.002471832669869214,46,37,/wiki/Bedingter_Erwartungswert
37,Ereignissystem,61,66,126,267,0.001210947401127621,0.002506307359947253,0.003264317578148972,15,10,/wiki/Ereignissystem
38,Ergebnis (Stochastik),75,67,113,209,0.0013008183458917194,0.0024669139767455072,0.0029322566372960916,21,7,/wiki/Ergebnis_(Stochastik)
373,Lp-Raum,110,68,50,132,0.0018542014910084335,0.002412775293240896,0.0026262588778147404,39,22,/wiki/Lp-Raum
150,Relative Häufigkeit,130,69,73,169,0.0015988814259281481,0.002397832661489103,0.002391258614196986,27,9,/wiki/Relative_H%C3%A4ufigkeit
1204,Negative Binomialverteilung,62,70,112,33,0.0013084212895773323,0.0023829400392030957,0.0032607279916192717,92,79,/wiki/Negative_Binomialverteilung
1154,F-Verteilung,67,71,95,30,0.0013987374020505384,0.002377650455423285,0.003117771866185811,97,72,/wiki/F-Verteilung
521,Satz von Bayes,121,72,65,135,0.001683595677297564,0.0023653882285889394,0.0024137656162732894,38,20,/wiki/Satz_von_Bayes
49,Fast sichere Konvergenz,140,73,55,110,0.0017884374869189812,0.0023538922723075235,0.0021458481673176807,47,19,/wiki/Fast_sichere_Konvergenz
322,Banach-Tarski-Paradoxon,50,74,197,499,0.0010131567596535019,0.0023349598266482335,0.003661488085516843,7,6,/wiki/Banach-Tarski-Paradoxon
1158,Gammaverteilung,60,75,110,30,0.0013141808412702898,0.0023313348076191252,0.003272191070572618,97,71,/wiki/Gammaverteilung
356,Inhalt (Maßtheorie),48,76,148,244,0.001124400400566198,0.0023308619902009343,0.0037213517462981764,17,11,/wiki/Inhalt_(Ma%C3%9Ftheorie)
23,Charakteristische Funktion (Stochastik),81,77,96,87,0.001390958548555826,0.0023173113301157935,0.002873169215507123,65,28,/wiki/Charakteristische_Funktion_(Stochastik)
377,Mengenfunktion,54,78,122,182,0.0012565541642191507,0.002296770683245151,0.0034321490094957555,25,14,/wiki/Mengenfunktion
403,Satz von Radon-Nikodým,87,79,104,151,0.0013552200633905522,0.002268158021044472,0.0028024845925540046,32,23,/wiki/Satz_von_Radon-Nikod%C3%BDm
1170,Lévy-Verteilung,66,80,132,40,0.001196606284222227,0.002232164263481692,0.0031448951597578298,87,65,/wiki/L%C3%A9vy-Verteilung
890,Schiefe (Statistik),111,81,102,96,0.0013632357430689644,0.0022155223472248384,0.0026189713437858486,56,14,/wiki/Schiefe_(Statistik)
735,Frequentistischer Wahrscheinlichkeitsbegriff,138,82,85,164,0.0014721808767165204,0.002194128781000931,0.0021561955462009053,28,5,/wiki/Frequentistischer_Wahrscheinlichkeitsbegriff
1115,Markow-Kette,211,83,32,96,0.0022092775382611634,0.002176280083092381,0.0012727512683967277,56,39,/wiki/Markow-Kette
1203,Multinomialverteilung,72,84,127,53,0.001210760642809086,0.00217619710448282,0.0029955975108059115,83,67,/wiki/Multinomialverteilung
1215,Alpha-stabile Verteilungen,68,85,138,40,0.0011705868738775937,0.0021746748451745884,0.0030846835803957275,87,71,/wiki/Alpha-stabile_Verteilungen
896,Unabhängig und identisch verteilte Zufallsvariablen,166,86,53,88,0.001795561145227164,0.002164760455972285,0.0017810920619756266,63,16,/wiki/Unabh%C3%A4ngig_und_identisch_verteilte_Zufallsvariablen
1151,Erlang-Verteilung,76,87,107,35,0.0013324648140469206,0.0021607504771560576,0.002923113848377171,89,72,/wiki/Erlang-Verteilung
1132,Martingal,171,88,48,99,0.0019004823572571308,0.0021444683909115016,0.001723216702664457,55,31,/wiki/Martingal
1177,Pareto-Verteilung,71,89,137,40,0.001179874589071052,0.0021323762761817893,0.003027865713461628,87,73,/wiki/Pareto-Verteilung
763,Diskrete Wahrscheinlichkeitsverteilung,114,90,116,103,0.0012768530081321752,0.0021301790528972008,0.0025437175666371574,51,28,/wiki/Diskrete_Wahrscheinlichkeitsverteilung
1007,Maximum-Likelihood-Methode,184,91,45,92,0.0019383347653541127,0.002122232787970755,0.001520436380752981,59,33,/wiki/Maximum-Likelihood-Methode
972,Zählmaß (Maßtheorie),109,92,123,182,0.0012564823839505135,0.0021060085899511794,0.002676290719570826,25,5,/wiki/Z%C3%A4hlma%C3%9F_(Ma%C3%9Ftheorie)
1160,Gumbel-Verteilung,86,93,109,44,0.001317921427618841,0.002104202786929216,0.002828102135612579,86,67,/wiki/Gumbel-Verteilung
1185,Weibull-Verteilung,80,94,121,40,0.0012619433932004101,0.002086563709107929,0.0028740005413718326,87,75,/wiki/Weibull-Verteilung
503,Statistisches Modell,218,95,33,57,0.0021923205329462936,0.0020859480906863324,0.0011809950862042768,82,24,/wiki/Statistisches_Modell
1166,Kolmogorow-Verteilung,74,96,145,49,0.0011314340563729826,0.0020804183444731355,0.0029662409279142673,84,67,/wiki/Kolmogorow-Verteilung
1192,Bose-Einstein-Statistik,73,97,149,49,0.00112228631828986,0.0020802046800237114,0.002976358332543826,84,36,/wiki/Bose-Einstein-Statistik
936,Absolut stetiges Maß,134,98,100,147,0.0013711608813502803,0.002061409672737837,0.0023110599239041067,33,24,/wiki/Absolut_stetiges_Ma%C3%9F
668,Stochastische Analysis,182,99,42,129,0.001994329718781158,0.002056083378956421,0.0015340200509391063,40,63,/wiki/Stochastische_Analysis
235,Bruno de Finetti,85,100,168,370,0.0010752189946466831,0.002054811749950056,0.002835547708082208,10,14,/wiki/Bruno_de_Finetti
1172,Logarithmische Normalverteilung,79,101,134,35,0.0011885077312271228,0.002051168354866243,0.0028816626291912994,89,73,/wiki/Logarithmische_Normalverteilung
1194,Dirac-Verteilung,84,102,139,44,0.0011584672057756088,0.0020478627344285346,0.002840379856802383,86,76,/wiki/Dirac-Verteilung
1186,Wishart-Verteilung,92,103,130,69,0.001197177501143354,0.002033521744803591,0.0027898655562653674,80,73,/wiki/Wishart-Verteilung
1191,Boltzmann-Statistik,83,104,147,53,0.0011256552987423526,0.002033456336531837,0.002851082219218391,83,61,/wiki/Boltzmann-Statistik
970,Vollständiges Maß,70,105,195,370,0.0010213966544992807,0.0020087208333020488,0.0030308780278878876,10,6,/wiki/Vollst%C3%A4ndiges_Ma%C3%9F
764,Empirische Verteilung (Wahrscheinlichkeitsverteilung),90,106,144,53,0.0011384709841803303,0.001995958790304054,0.0027993484914172174,83,70,/wiki/Empirische_Verteilung_(Wahrscheinlichkeitsverteilung)
901,Wahrscheinlichkeitsfunktion,142,107,92,99,0.0014199004221425913,0.0019850765106739048,0.002067855366869817,55,22,/wiki/Wahrscheinlichkeitsfunktion
1169,Laplace-Verteilung,82,108,164,49,0.001091222875564181,0.0019841019498816636,0.0028574015753254182,84,71,/wiki/Laplace-Verteilung
807,Ergodentheorie,163,109,67,175,0.0016697163880704414,0.0019837483535598026,0.001803245152646828,26,19,/wiki/Ergodentheorie
39,Ergebnisraum,131,110,155,195,0.0011103707329816511,0.0019812942659216074,0.002372643629752695,23,10,/wiki/Ergebnisraum
374,Maßerweiterungssatz von Carathéodory,77,111,161,233,0.0010990125029041607,0.0019797974359585893,0.0029117719297845,18,15,/wiki/Ma%C3%9Ferweiterungssatz_von_Carath%C3%A9odory
1173,Logistische Verteilung,89,112,150,44,0.0011195688780509538,0.001953810791366991,0.0027996380299750226,86,69,/wiki/Logistische_Verteilung
141,Quantil (Wahrscheinlichkeitstheorie),172,113,69,99,0.0016377781794407993,0.0019526211280719722,0.0017115047059332704,55,14,/wiki/Quantil_(Wahrscheinlichkeitstheorie)
88,Konvergenz in Verteilung,167,114,70,106,0.0016360946548127997,0.0019514862493430235,0.001755590379699136,49,18,/wiki/Konvergenz_in_Verteilung
1156,Fréchet-Verteilung,95,115,143,49,0.0011413432746041265,0.0019502361463211383,0.002754477221611154,84,64,/wiki/Fr%C3%A9chet-Verteilung
934,Superstarrheitssatz,133,116,111,833,0.0013092432573972744,0.0019467878001294774,0.002325527132446385,3,1,/wiki/Superstarrheitssatz
1153,Extremwertverteilung,94,117,151,46,0.001116335895941465,0.0019381092663069593,0.0027569557086808607,85,62,/wiki/Extremwertverteilung
1178,Rayleigh-Verteilung,91,118,166,57,0.0010796226269395425,0.0019273273209729398,0.00279515758916509,82,72,/wiki/Rayleigh-Verteilung
1119,Poisson-Prozess,165,119,75,138,0.0015805252429711902,0.0019265522699225645,0.0017865318461891399,37,26,/wiki/Poisson-Prozess
900,Verteilung einer Zufallsvariablen,148,120,108,147,0.0013201926909610989,0.001919180197748902,0.001982128304041246,33,23,/wiki/Verteilung_einer_Zufallsvariablen
543,Gesetz der großen Zahlen,158,121,105,156,0.0013469972651536273,0.0018917351567337571,0.0018297923967054164,30,23,/wiki/Gesetz_der_gro%C3%9Fen_Zahlen
1197,Fermi-Dirac-Statistik,96,122,176,57,0.0010519328248188493,0.0018895844016035604,0.002740649874136672,82,36,/wiki/Fermi-Dirac-Statistik
264,Paul Lévy (Mathematiker),170,123,80,142,0.0015249412581168353,0.001888450187030331,0.0017280162277494794,35,15,/wiki/Paul_L%C3%A9vy_(Mathematiker)
977,Anzahl der Freiheitsgrade (Statistik),186,124,68,94,0.001645273744849001,0.001884770087241055,0.0015020334187822878,58,17,/wiki/Anzahl_der_Freiheitsgrade_(Statistik)
1147,Chi-Verteilung,97,125,175,57,0.0010529888750471928,0.0018835317253941743,0.002738802653319498,82,62,/wiki/Chi-Verteilung
1165,Inverse Normalverteilung,98,126,178,57,0.0010444441531119026,0.0018775741494243964,0.002733715561823573,82,68,/wiki/Inverse_Normalverteilung
91,Kovarianzmatrix,197,127,64,101,0.0016983448887070954,0.0018647170829888563,0.00142573780709544,54,16,/wiki/Kovarianzmatrix
1168,Landauverteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,40,/wiki/Landauverteilung
1157,Gamma-Gamma-Verteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,62,/wiki/Gamma-Gamma-Verteilung
773,Maxwell-Boltzmann-Verteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,66,/wiki/Maxwell-Boltzmann-Verteilung
1182,Trapezverteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,64,/wiki/Trapezverteilung
1175,Nichtzentrierte Chi-Quadrat-Verteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,80,/wiki/Nichtzentrierte_Chi-Quadrat-Verteilung
1161,Hartman-Watson-Verteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,63,/wiki/Hartman-Watson-Verteilung
786,Voigt-Profil,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,34,/wiki/Voigt-Profil
1150,Dreiecksverteilung,102,131,187,63,0.001030852173920553,0.0018597513428351157,0.0027185046439937343,81,67,/wiki/Dreiecksverteilung
905,Zufallsvektor,173,136,84,120,0.0014755948950918776,0.0018573372930448422,0.0016691832465069109,43,22,/wiki/Zufallsvektor
615,Filtrierung (Wahrscheinlichkeitstheorie),174,137,78,124,0.0015459790358225399,0.0018476687761958149,0.0016257306669714426,42,10,/wiki/Filtrierung_(Wahrscheinlichkeitstheorie)
89,Konvergenz in Wahrscheinlichkeit,168,138,101,142,0.0013686671978070505,0.001818904857116209,0.001745927606382744,35,21,/wiki/Konvergenz_in_Wahrscheinlichkeit
941,Endliches Maß,136,139,142,175,0.0011476005284499957,0.0017933898244918672,0.002279448043458013,26,23,/wiki/Endliches_Ma%C3%9F
1213,Zweipunktverteilung,113,140,193,69,0.0010301433161211398,0.0017896712464936868,0.002548998320089072,80,74,/wiki/Zweipunktverteilung
375,Maßproblem,108,141,236,499,0.000913961463131945,0.0017893547116907757,0.002705330600738589,7,6,/wiki/Ma%C3%9Fproblem
998,Konfidenzintervall,217,142,61,92,0.0017352950031628237,0.0017819594145064381,0.001227020037485455,59,47,/wiki/Konfidenzintervall
1189,Beta-Binomialverteilung,116,143,196,72,0.0010131775666457638,0.00177086461838075,0.002518008792193638,78,70,/wiki/Beta-Binomialverteilung
725,Bayesscher Wahrscheinlichkeitsbegriff,153,144,154,323,0.0011117096112712478,0.0017704879931818337,0.0019049098363467345,12,9,/wiki/Bayesscher_Wahrscheinlichkeitsbegriff
1209,Verallgemeinerte Binomialverteilung,115,145,198,73,0.0010083850621562971,0.0017672719063843733,0.0025318927976873498,77,77,/wiki/Verallgemeinerte_Binomialverteilung
117,Momenterzeugende Funktion,137,146,174,103,0.001064152447238344,0.0017552790026559711,0.0022199936077752494,51,22,/wiki/Momenterzeugende_Funktion
385,Numerische Funktion,135,147,194,301,0.001029573726518673,0.0017485525534042526,0.0022852193697686434,13,2,/wiki/Numerische_Funktion
902,Wölbung (Statistik),145,148,162,142,0.0010960800772833446,0.001736345278702315,0.0020393796947967753,35,9,/wiki/W%C3%B6lbung_(Statistik)
392,Ring (Mengensystem),93,149,225,301,0.0009432763299105254,0.0017311107330591432,0.002760792952047654,13,13,/wiki/Ring_(Mengensystem)
176,Spielwürfel,164,150,125,225,0.0012470529437211882,0.0017272241678214792,0.001802247305057661,19,13,/wiki/Spielw%C3%BCrfel
644,Pfad (Stochastik),206,151,86,151,0.0014715926901337148,0.0017238801276173606,0.0013163597065903234,32,6,/wiki/Pfad_(Stochastik)
267,Michel Loève,152,152,152,267,0.0011133930930664242,0.001723743505926956,0.0019116217615264596,15,4,/wiki/Michel_Lo%C3%A8ve
727,Benfordsches Gesetz,119,153,204,74,0.0009857412157570412,0.0017169359849866785,0.002454886146239396,76,66,/wiki/Benfordsches_Gesetz
1202,Logarithmische Verteilung,120,154,207,74,0.0009787303992823502,0.0016864772998650044,0.0024210905845466284,76,71,/wiki/Logarithmische_Verteilung
1205,Negative hypergeometrische Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,65,/wiki/Negative_hypergeometrische_Verteilung
112,Matrix-Von-Mises-Fisher-Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,62,/wiki/Matrix-Von-Mises-Fisher-Verteilung
1198,Gemischte Poisson-Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,71,/wiki/Gemischte_Poisson-Verteilung
67,Gleichverteilung auf der Stiefel-Mannigfaltigkeit,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,62,/wiki/Gleichverteilung_auf_der_Stiefel-Mannigfaltigkeit
1149,Dirichlet-Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,64,/wiki/Dirichlet-Verteilung
1212,Zeta-Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,65,/wiki/Zeta-Verteilung
1211,Verallgemeinerte Poisson-Verteilung,125,158,215,79,0.0009617877768637081,0.0016738863152721958,0.0024132736332239083,75,71,/wiki/Verallgemeinerte_Poisson-Verteilung
651,Random Walk,254,162,57,120,0.0017547476270170425,0.001666000010770349,0.0008963557110488332,43,32,/wiki/Random_Walk
873,Kovarianz (Stochastik),192,163,120,135,0.001263632769212656,0.0016423245438578087,0.0014572854648054162,38,14,/wiki/Kovarianz_(Stochastik)
249,Konrad Jacobs,144,164,208,641,0.0009782634060616342,0.0016389564528072897,0.0020448456700734286,5,7,/wiki/Konrad_Jacobs
964,Σ-endliches Maß,149,165,163,169,0.0010917700458904823,0.0016151967872253261,0.0019707816075003664,27,20,/wiki/%CE%A3-endliches_Ma%C3%9F
114,Median (Stochastik),150,166,167,112,0.0010786013128620288,0.0016067370020555636,0.001918568437553705,46,14,/wiki/Median_(Stochastik)
602,Brownsche Bewegung,244,167,60,106,0.0017379446907386936,0.0016036105930734232,0.0009746520931626252,49,19,/wiki/Brownsche_Bewegung
984,Erwartungstreue,241,168,76,95,0.001578696297080995,0.0015889486921402116,0.0009772279181601495,57,36,/wiki/Erwartungstreue
670,Stochastische Integration,199,169,106,151,0.0013405503605598624,0.0015727543769803896,0.0013927944326384812,32,34,/wiki/Stochastische_Integration
674,Stoppzeit,200,170,91,140,0.001421580341103845,0.0015692637768479224,0.0013792537287887993,36,15,/wiki/Stoppzeit
288,Rolf Schassberger,30,171,172,833,0.0010663325983350771,0.0015455536891727454,0.005393602608478485,3,1,/wiki/Rolf_Schassberger
423,Σ-Subadditivität,139,172,240,281,0.0009006159930675324,0.0015319033267699505,0.002148566233431879,14,9,/wiki/%CE%A3-Subadditivit%C3%A4t
115,Modus (Stochastik),156,173,206,135,0.0009843588837432813,0.0015247933816152262,0.0018467362727014117,38,16,/wiki/Modus_(Stochastik)
325,Bochner-Integral,146,174,220,301,0.000953032411614441,0.0015183390241147094,0.00201841597089686,13,9,/wiki/Bochner-Integral
950,Lebesgue-Stieltjes-Maß,147,175,201,216,0.0010042901208791298,0.0015041626717229287,0.001986507466173586,20,16,/wiki/Lebesgue-Stieltjes-Ma%C3%9F
340,Einfache Funktion,151,176,181,244,0.0010351690548813174,0.0015027817748111312,0.0019170598637324912,17,7,/wiki/Einfache_Funktion
1026,Schätzmethode (Statistik),247,177,82,135,0.0015122845595694579,0.0014970077650118705,0.0009626858598672773,38,20,/wiki/Sch%C3%A4tzmethode_(Statistik)
75,Initial-σ-Algebra,155,178,234,344,0.0009278945970836526,0.001496491798674672,0.0018538902741198858,11,9,/wiki/Initial-%CF%83-Algebra
960,Reguläres Maß,157,179,153,225,0.0011129409867518508,0.0014948943908741218,0.0018393981523083568,19,12,/wiki/Regul%C3%A4res_Ma%C3%9F
245,Ernst Henze (Mathematiker),117,180,279,567,0.000821297911848436,0.0014905057434418758,0.002517301920236327,6,2,/wiki/Ernst_Henze_(Mathematiker)
227,Harald Cramér,194,181,140,301,0.0011573701897234585,0.001487657002483702,0.0014508244816709953,13,8,/wiki/Harald_Cram%C3%A9r
1093,Teststatistik,306,182,59,90,0.001744919447460104,0.0014796844352865152,0.0007365817509326108,62,19,/wiki/Teststatistik
757,Ziegenproblem,187,183,173,267,0.0010643047458564704,0.001476101196323749,0.0014973424245952386,15,14,/wiki/Ziegenproblem
95,Kumulante,169,184,221,164,0.0009484617353995385,0.001466819416096426,0.0017294399658404592,28,14,/wiki/Kumulante
416,Separable σ-Algebra,143,185,272,567,0.0008353805254358439,0.0014402371295325468,0.002062788848360102,6,6,/wiki/Separable_%CF%83-Algebra
